# WALLABY DR2 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
WALLABY_J000735        31.3     1.45   114.18  13.20    31.60    30.07     0.59
WALLABY_J000735        31.3     1.92   108.03  11.19    36.31    34.56     0.34
WALLABY_J000735        31.3     2.40   123.13  10.53    39.59    37.68     0.19
WALLABY_J000735        31.3     2.87   118.31  11.31    41.97    39.95     0.10
WALLABY_J000735        31.3     3.34   122.67   8.77    43.76    41.66     0.05
WALLABY_J000735        31.3     3.82   109.21   8.93    45.16    42.98     0.03
WALLABY_J000735        31.3     4.29   119.11  10.33    46.26    44.03     0.01
WALLABY_J000735        31.3     4.76   123.82   8.48    47.16    44.89     0.01
WALLABY_J000735        31.3     5.24   110.39  12.19    47.91    45.60     0.00
WALLABY_J000735        31.3     5.71   125.98  12.67    48.54    46.20     0.00
WALLABY_J000735        31.3     6.19   131.94  10.25    49.08    46.71     0.00
WALLABY_J000735        31.3     6.66   108.58  12.30    49.54    47.15     0.00
WALLABY_J000735        31.3     7.13   119.48  13.77    49.94    47.53     0.00
WALLABY_J000735        31.3     7.61   136.18  11.60    50.29    47.87     0.00
WALLABY_J000735        31.3     8.08    97.76  12.59    50.61    48.17     0.00
WALLABY_J000737        18.0     0.50   113.09  10.58    11.43    10.55     0.94
WALLABY_J000737        18.0     1.13   116.36   7.48    22.91    21.14     0.94
WALLABY_J000737        18.0     1.76   126.34   7.65    30.70    28.34     0.63
WALLABY_J000737        18.0     2.38   108.05  11.59    35.88    33.11     0.37
WALLABY_J000737        18.0     3.01   110.56   8.17    39.43    36.39     0.20
WALLABY_J000737        18.0     3.64    90.33  14.44    41.96    38.73     0.11
WALLABY_J000737        18.0     4.27   112.66   8.85    43.85    40.47     0.06
WALLABY_J000737        18.0     4.90   118.78  10.72    45.30    41.81     0.03
WALLABY_J000737        18.0     5.52   109.05  11.04    46.45    42.86     0.01
WALLABY_J000737        18.0     6.15   118.24   9.26    47.37    43.72     0.01
WALLABY_J000737        18.0     6.78   113.28   6.24    48.14    44.42     0.00
WALLABY_J000737        18.0     7.41    99.93  11.10    48.78    45.01     0.00
WALLABY_J000737        18.0     8.04   117.26   9.21    49.32    45.52     0.00
WALLABY_J000737        18.0     8.66   112.13  10.95    49.79    45.95     0.00
WALLABY_J000742        49.5     0.50    67.73   9.53    11.63    13.44     0.58
WALLABY_J000742        49.5     0.63    52.89   9.91    13.77    15.93     0.50
WALLABY_J000742        49.5     0.76    60.77   8.49    15.55    17.99     0.41
WALLABY_J000742        49.5     0.90    63.91   9.20    17.03    19.69     0.33
WALLABY_J000742        49.5     1.03    72.41   7.96    18.26    21.12     0.26
WALLABY_J000742        49.5     1.16    68.65   6.97    19.29    22.31     0.20
WALLABY_J000742        49.5     1.29    81.30   7.75    20.17    23.32     0.15
WALLABY_J000742        49.5     1.43    58.97  10.68    20.91    24.18     0.12
WALLABY_J000742        49.5     1.56    72.06   3.88    21.56    24.92     0.09
WALLABY_J000742        49.5     1.69    74.05   6.14    22.11    25.57     0.07
WALLABY_J000742        49.5     1.82    69.99   7.49    22.60    26.13     0.05
WALLABY_J000742        49.5     1.95    69.52   6.21    23.03    26.63     0.04
WALLABY_J000742        49.5     2.09    71.09   9.31    23.41    27.07     0.03
WALLABY_J000742        49.5     2.22    63.60   5.36    23.75    27.47     0.02
WALLABY_J000742        49.5     2.35    79.05  10.84    24.06    27.82     0.01
WALLABY_J000742        49.5     2.48    69.56  12.34    24.33    28.14     0.01
WALLABY_J000742        49.5     2.62    57.90   8.93    24.58    28.43     0.01
WALLABY_J000742        49.5     2.75    77.21   7.19    24.81    28.69     0.01
WALLABY_J000742        49.5     2.88    67.52  10.29    25.02    28.93     0.00
WALLABY_J000742        49.5     3.01    69.05   7.87    25.21    29.15     0.00
WALLABY_J000742        49.5     3.14    51.76   6.72    25.38    29.35     0.00
WALLABY_J000742        49.5     3.28    67.93   8.54    25.55    29.54     0.00
WALLABY_J000742        49.5     3.41    75.33   5.28    25.70    29.71     0.00
WALLABY_J000742        49.5     3.54    64.27   6.95    25.83    29.87     0.00
WALLABY_J000742        49.5     3.67    59.75   6.90    25.96    30.02     0.00
WALLABY_J000743        12.1     0.50    56.55   9.91     9.74     9.42     0.66
WALLABY_J000743        12.1     0.82    70.79   8.30    14.64    14.15     0.60
WALLABY_J000743        12.1     1.15    86.00   8.87    18.33    17.72     0.46
WALLABY_J000743        12.1     1.47    57.20  13.43    21.07    20.37     0.32
WALLABY_J000743        12.1     1.79    75.64   9.21    23.13    22.36     0.21
WALLABY_J000743        12.1     2.12    66.84   6.03    24.71    23.89     0.14
WALLABY_J000743        12.1     2.44    88.76   8.93    25.95    25.09     0.09
WALLABY_J000743        12.1     2.76    81.22  10.19    26.95    26.05     0.06
WALLABY_J000743        12.1     3.09    70.23   4.67    27.76    26.84     0.04
WALLABY_J000743        12.1     3.41    75.96   8.68    28.43    27.49     0.02
WALLABY_J000743        12.1     3.73    66.92   5.24    29.00    28.04     0.01
WALLABY_J000743        12.1     4.06    58.23   8.75    29.48    28.50     0.01
WALLABY_J000743        12.1     4.38    72.98  11.79    29.90    28.90     0.01
WALLABY_J000743        12.1     4.70    68.17   7.84    30.26    29.25     0.00
WALLABY_J000743        12.1     5.03    75.86   8.86    30.57    29.56     0.00
WALLABY_J000743        12.1     5.35    58.57   9.26    30.85    29.83     0.00
WALLABY_J000743        12.1     5.67    68.88   9.39    31.10    30.07     0.00
WALLABY_J000743        12.1     6.00    87.88   9.00    31.33    30.29     0.00
WALLABY_J000743        12.1     6.32    80.81   4.69    31.53    30.48     0.00
WALLABY_J000743        12.1     6.64    89.28   9.07    31.71    30.66     0.00
WALLABY_J000743        12.1     6.97    90.91   7.44    31.88    30.82     0.00
WALLABY_J000743        12.1     7.29    71.51   6.42    32.03    30.97     0.00
WALLABY_J000743        12.1     7.61    48.80   9.10    32.17    31.10     0.00
WALLABY_J000743        12.1     7.94    84.02   8.98    32.30    31.22     0.00
WALLABY_J000758        28.4     0.50    62.37  10.67     9.00    11.33     0.41
WALLABY_J000758        28.4     0.77    45.88  10.64    11.83    14.90     0.26
WALLABY_J000758        28.4     1.03    46.45   9.36    13.69    17.25     0.15
WALLABY_J000758        28.4     1.30    50.31   5.02    14.97    18.86     0.08
WALLABY_J000758        28.4     1.57    45.53   5.38    15.89    20.01     0.04
WALLABY_J000758        28.4     1.83    52.27   4.94    16.57    20.86     0.02
WALLABY_J000758        28.4     2.10    43.50   7.95    17.09    21.52     0.01
WALLABY_J000758        28.4     2.37    56.70   9.42    17.50    22.05     0.01
WALLABY_J000758        28.4     2.64    46.48   6.96    17.84    22.47     0.00
WALLABY_J000758        28.4     2.90    49.45   6.28    18.12    22.82     0.00
WALLABY_J000758        28.4     3.17    55.35   7.78    18.35    23.11     0.00
WALLABY_J000758        28.4     3.44    55.28   6.01    18.55    23.36     0.00
WALLABY_J000758        28.4     3.70    56.24   8.10    18.72    23.57     0.00
WALLABY_J000758        28.4     3.97    53.33   7.09    18.86    23.76     0.00
WALLABY_J000758        28.4     4.24    44.66   6.26    18.99    23.92     0.00
WALLABY_J000758        28.4     4.50    51.22   7.80    19.11    24.06     0.00
WALLABY_J000758        28.4     4.77    49.83   9.35    19.21    24.19     0.00
WALLABY_J000758        28.4     5.04    49.55   4.53    19.30    24.31     0.00
WALLABY_J000758        28.4     5.30    52.05   7.91    19.38    24.41     0.00
WALLABY_J000758        28.4     5.57    48.55   3.38    19.45    24.50     0.00
WALLABY_J000758        28.4     5.84    51.22   7.06    19.52    24.59     0.00
WALLABY_J000758        28.4     6.11    48.78   8.96    19.58    24.67     0.00
WALLABY_J000759        43.5     0.50   119.40   8.73    12.47    11.55     1.00
WALLABY_J000759        43.5     0.90   119.89  13.70    20.90    19.35     1.06
WALLABY_J000759        43.5     1.31   128.85  11.24    27.48    25.46     0.87
WALLABY_J000759        43.5     1.71   129.83  14.64    32.49    30.09     0.65
WALLABY_J000759        43.5     2.11   123.81  14.74    36.29    33.61     0.45
WALLABY_J000759        43.5     2.51   119.71  13.47    39.22    36.33     0.31
WALLABY_J000759        43.5     2.92   129.96   8.45    41.52    38.46     0.20
WALLABY_J000759        43.5     3.32   131.91  13.84    43.37    40.17     0.13
WALLABY_J000759        43.5     3.72   125.09  10.76    44.87    41.56     0.09
WALLABY_J000759        43.5     4.12   116.05  10.46    46.11    42.71     0.06
WALLABY_J000759        43.5     4.53   131.55  10.17    47.16    43.68     0.04
WALLABY_J000759        43.5     4.93   128.91  10.31    48.05    44.50     0.02
WALLABY_J000759        43.5     5.33   117.39  11.81    48.81    45.21     0.01
WALLABY_J000759        43.5     5.73    90.36  15.61    49.48    45.83     0.01
WALLABY_J000759        43.5     6.14   121.03   7.74    50.06    46.37     0.01
WALLABY_J000759        43.5     6.54   109.98  14.90    50.57    46.84     0.00
WALLABY_J000759        43.5     6.94   130.36  14.03    51.03    47.27     0.00
WALLABY_J000759        43.5     7.34   122.60  10.66    51.44    47.64     0.00
WALLABY_J000759        43.5     7.75   103.54  10.02    51.81    47.98     0.00
WALLABY_J000759        43.5     8.15   122.75   8.32    52.14    48.29     0.00
WALLABY_J000759        43.5     8.55   136.07   9.20    52.44    48.57     0.00
WALLABY_J000759        43.5     8.95   118.80   9.80    52.72    48.83     0.00
WALLABY_J000762       136.2     0.50   210.48  14.25    10.91     9.86     1.14
WALLABY_J000762       136.2     1.51   202.45  12.36    30.53    27.58     1.73
WALLABY_J000762       136.2     2.53   191.33  17.16    45.10    40.73     1.38
WALLABY_J000762       136.2     3.54   212.23  14.63    55.25    49.90     0.92
WALLABY_J000762       136.2     4.55   204.50  11.57    62.36    56.32     0.56
WALLABY_J000762       136.2     5.57   216.39  15.08    67.48    60.94     0.33
WALLABY_J000762       136.2     6.58   208.59  12.85    71.31    64.39     0.19
WALLABY_J000762       136.2     7.60   186.99  16.74    74.24    67.05     0.11
WALLABY_J000762       136.2     8.61   186.73  13.42    76.56    69.14     0.06
WALLABY_J000762       136.2     9.62   185.49  17.43    78.43    70.83     0.03
WALLABY_J000762       136.2    10.64   205.91  16.64    79.97    72.22     0.02
WALLABY_J000762       136.2    11.65   222.35  21.93    81.26    73.38     0.01
WALLABY_J000762       136.2    12.66   208.61  14.84    82.35    74.36     0.01
WALLABY_J000762       136.2    13.68   170.02  16.02    83.28    75.21     0.00
WALLABY_J000762       136.2    14.69   182.43  14.67    84.09    75.94     0.00
WALLABY_J000762       136.2    15.71   203.03  14.82    84.80    76.58     0.00
WALLABY_J000765        74.2     0.50    48.49   3.68     8.45    11.91     0.35
WALLABY_J000765        74.2     0.62    46.94   7.87     9.65    13.62     0.28
WALLABY_J000765        74.2     0.73    48.56   6.79    10.63    14.99     0.21
WALLABY_J000765        74.2     0.85    44.63  10.10    11.43    16.12     0.16
WALLABY_J000765        74.2     0.97    37.75   7.81    12.08    17.04     0.12
WALLABY_J000765        74.2     1.09    57.73   6.42    12.63    17.81     0.09
WALLABY_J000765        74.2     1.20    58.57   9.27    13.09    18.46     0.06
WALLABY_J000765        74.2     1.32    47.12   6.75    13.48    19.01     0.05
WALLABY_J000765        74.2     1.44    44.70   6.40    13.82    19.49     0.03
WALLABY_J000765        74.2     1.56    42.84   8.18    14.11    19.90     0.02
WALLABY_J000765        74.2     1.67    20.37  10.62    14.36    20.26     0.02
WALLABY_J000765        74.2     1.79    51.05   9.10    14.59    20.58     0.01
WALLABY_J000765        74.2     1.91    54.48   8.53    14.79    20.86     0.01
WALLABY_J000765        74.2     2.03    49.61  12.89    14.96    21.11     0.01
WALLABY_J000765        74.2     2.14    47.32   5.93    15.12    21.33     0.00
WALLABY_J000765        74.2     2.26    48.61   5.88    15.27    21.54     0.00
WALLABY_J000765        74.2     2.38    41.27   7.68    15.40    21.72     0.00
WALLABY_J000765        74.2     2.50    42.62  10.42    15.52    21.89     0.00
WALLABY_J000765        74.2     2.61    46.91   5.51    15.63    22.04     0.00
WALLABY_J000765        74.2     2.73    55.42  10.90    15.73    22.18     0.00
WALLABY_J000765        74.2     2.85    54.05   4.51    15.82    22.31     0.00
WALLABY_J000765        74.2     2.97    46.19   7.15    15.90    22.43     0.00
WALLABY_J000765        74.2     3.08    39.74   7.74    15.98    22.54     0.00
WALLABY_J000765        74.2     3.20    48.03   5.63    16.05    22.64     0.00
WALLABY_J000765        74.2     3.32    60.20   6.15    16.12    22.74     0.00
WALLABY_J000765        74.2     3.44    39.22   8.98    16.18    22.83     0.00
WALLABY_J000765        74.2     3.55    56.93  10.27    16.24    22.91     0.00
WALLABY_J000765        74.2     3.67    52.05   3.16    16.30    22.99     0.00
WALLABY_J000773        53.1     0.50   138.85  12.80    11.85    10.84     1.04
WALLABY_J000773        53.1     0.88   138.03  12.36    19.75    18.07     1.20
WALLABY_J000773        53.1     1.26   147.00  13.04    26.37    24.13     1.10
WALLABY_J000773        53.1     1.63   153.54  15.80    31.74    29.04     0.92
WALLABY_J000773        53.1     2.01   157.11  11.99    36.05    32.99     0.72
WALLABY_J000773        53.1     2.39   125.31   9.27    39.52    36.16     0.55
WALLABY_J000773        53.1     2.77   126.31  11.79    42.33    38.73     0.41
WALLABY_J000773        53.1     3.15   137.45  12.14    44.64    40.84     0.30
WALLABY_J000773        53.1     3.52   122.02  14.19    46.55    42.60     0.21
WALLABY_J000773        53.1     3.90   126.11  11.26    48.16    44.07     0.15
WALLABY_J000773        53.1     4.28   138.22  10.84    49.53    45.32     0.11
WALLABY_J000773        53.1     4.66   141.10   8.91    50.71    46.40     0.08
WALLABY_J000773        53.1     5.03   149.34  12.75    51.72    47.33     0.05
WALLABY_J000773        53.1     5.41   129.54  18.35    52.61    48.14     0.04
WALLABY_J000773        53.1     5.79   138.26  11.21    53.40    48.86     0.03
WALLABY_J000773        53.1     6.17   136.12  12.56    54.09    49.49     0.02
WALLABY_J000773        53.1     6.55   133.26  10.56    54.71    50.06     0.01
WALLABY_J000773        53.1     6.92   125.65   9.09    55.27    50.57     0.01
WALLABY_J000773        53.1     7.30   121.26  12.52    55.77    51.03     0.01
WALLABY_J000773        53.1     7.68   140.88  11.71    56.22    51.44     0.00
WALLABY_J000773        53.1     8.06   127.34   6.88    56.64    51.82     0.00
WALLABY_J000773        53.1     8.44   106.64  14.87    57.02    52.17     0.00
WALLABY_J000773        53.1     8.81   132.67  12.49    57.36    52.49     0.00
WALLABY_J000773        53.1     9.19   150.25  11.80    57.68    52.78     0.00
WALLABY_J000773        53.1     9.57   102.86  10.81    57.98    53.05     0.00
WALLABY_J000773        53.1     9.95   129.48  12.46    58.25    53.30     0.00
WALLABY_J000778        17.2     0.50   103.72   8.36    15.42    15.75     0.92
WALLABY_J000778        17.2     0.68    89.55   7.28    19.58    20.00     0.84
WALLABY_J000778        17.2     0.85   104.40   9.30    23.02    23.52     0.71
WALLABY_J000778        17.2     1.03   105.74  10.55    25.86    26.42     0.58
WALLABY_J000778        17.2     1.20   112.00   9.38    28.19    28.80     0.46
WALLABY_J000778        17.2     1.38    99.40   2.58    30.13    30.78     0.35
WALLABY_J000778        17.2     1.55   104.46   7.07    31.75    32.43     0.27
WALLABY_J000778        17.2     1.73   102.27  12.02    33.11    33.83     0.20
WALLABY_J000778        17.2     1.91    97.21   9.91    34.28    35.01     0.15
WALLABY_J000778        17.2     2.08    95.61   6.73    35.28    36.04     0.11
WALLABY_J000778        17.2     2.26   103.60   9.43    36.14    36.92     0.08
WALLABY_J000778        17.2     2.43   116.73  10.39    36.90    37.69     0.06
WALLABY_J000778        17.2     2.61    99.94  12.05    37.57    38.38     0.04
WALLABY_J000778        17.2     2.78   113.84   8.77    38.16    38.98     0.03
WALLABY_J000778        17.2     2.96   115.92  11.41    38.69    39.52     0.02
WALLABY_J000778        17.2     3.14    81.24  10.10    39.16    40.00     0.02
WALLABY_J000778        17.2     3.31    94.76   9.40    39.58    40.44     0.01
WALLABY_J000778        17.2     3.49    96.32  11.89    39.97    40.83     0.01
WALLABY_J000778        17.2     3.66   113.77   8.25    40.32    41.19     0.01
WALLABY_J000778        17.2     3.84   102.60  12.04    40.64    41.52     0.00
WALLABY_J000778        17.2     4.02   112.99   7.86    40.94    41.82     0.00
WALLABY_J000778        17.2     4.19   101.62   8.99    41.21    42.10     0.00
WALLABY_J000778        17.2     4.37   115.20   9.37    41.46    42.35     0.00
WALLABY_J000778        17.2     4.54   107.33   9.92    41.69    42.59     0.00
WALLABY_J000778        17.2     4.72   102.36   5.05    41.90    42.81     0.00
WALLABY_J000779        16.1     0.50   111.88  10.73    11.05    10.20     0.91
WALLABY_J000779        16.1     1.22   113.25   9.37    23.48    21.68     0.86
WALLABY_J000779        16.1     1.94   114.17   9.66    31.38    28.97     0.52
WALLABY_J000779        16.1     2.67   111.29   8.25    36.35    33.55     0.27
WALLABY_J000779        16.1     3.39   110.44  12.08    39.63    36.58     0.13
WALLABY_J000779        16.1     4.11   107.53   7.74    41.92    38.70     0.06
WALLABY_J000779        16.1     4.83   118.55  11.28    43.60    40.25     0.03
WALLABY_J000779        16.1     5.56    91.56  12.52    44.88    41.42     0.01
WALLABY_J000779        16.1     6.28    88.29  14.50    45.88    42.35     0.01
WALLABY_J000779        16.1     7.00   100.59  11.52    46.68    43.09     0.00
WALLABY_J000779        16.1     7.72   124.05  10.97    47.34    43.70     0.00
WALLABY_J000779        16.1     8.44   113.53   7.14    47.89    44.21     0.00
WALLABY_J000779        16.1     9.17   101.80  13.46    48.36    44.64     0.00
WALLABY_J000783        60.4     0.50   103.67  10.56    12.18    11.32     0.96
WALLABY_J000783        60.4     1.21   105.55  13.07    25.32    23.53     0.86
WALLABY_J000783        60.4     1.92   112.20  11.00    33.40    31.03     0.48
WALLABY_J000783        60.4     2.64   111.20   9.67    38.37    35.66     0.24
WALLABY_J000783        60.4     3.35   107.97   7.98    41.63    38.68     0.11
WALLABY_J000783        60.4     4.06   119.69  11.49    43.89    40.78     0.05
WALLABY_J000783        60.4     4.77    93.73  12.54    45.54    42.31     0.02
WALLABY_J000783        60.4     5.49   115.39   8.17    46.78    43.47     0.01
WALLABY_J000783        60.4     6.20   130.69   9.95    47.76    44.38     0.00
WALLABY_J000783        60.4     6.91   115.16  12.64    48.55    45.11     0.00
WALLABY_J000783        60.4     7.62   106.67   9.01    49.19    45.71     0.00
WALLABY_J000783        60.4     8.33   102.66   8.99    49.73    46.21     0.00
WALLABY_J000783        60.4     9.05   117.92  10.41    50.18    46.63     0.00
WALLABY_J000783        60.4     9.76   137.33  13.34    50.57    46.99     0.00
WALLABY_J000783        60.4    10.47   116.84  12.55    50.91    47.31     0.00
WALLABY_J000783        60.4    11.18   109.69  13.34    51.21    47.58     0.00
WALLABY_J000785        30.9     0.50   114.78  12.84    12.23    11.30     1.00
WALLABY_J000785        30.9     1.52   125.72  12.27    29.94    27.68     0.77
WALLABY_J000785        30.9     2.54   118.23  10.58    39.07    36.12     0.32
WALLABY_J000785        30.9     3.56   104.79  12.31    44.06    40.72     0.11
WALLABY_J000785        30.9     4.58   106.74  11.36    47.09    43.53     0.04
WALLABY_J000785        30.9     5.60   109.33  12.29    49.11    45.40     0.01
WALLABY_J000785        30.9     6.62   124.85  12.80    50.54    46.72     0.00
WALLABY_J000785        30.9     7.64   112.97  10.50    51.61    47.70     0.00
WALLABY_J000785        30.9     8.66   128.15   8.42    52.43    48.46     0.00
WALLABY_J000785        30.9     9.68   117.87  15.53    53.08    49.07     0.00
WALLABY_J000785        30.9    10.70   119.44  10.59    53.62    49.56     0.00
WALLABY_J000787        63.9     0.50   113.51   7.72    13.51    12.81     0.98
WALLABY_J000787        63.9     1.15   121.20   8.48    26.14    24.78     0.77
WALLABY_J000787        63.9     1.80   106.72   9.14    33.60    31.86     0.40
WALLABY_J000787        63.9     2.45   110.90  11.65    38.12    36.14     0.18
WALLABY_J000787        63.9     3.10   122.22  13.36    41.05    38.93     0.08
WALLABY_J000787        63.9     3.75   122.94   9.39    43.09    40.85     0.03
WALLABY_J000787        63.9     4.40    80.06  13.21    44.57    42.26     0.01
WALLABY_J000787        63.9     5.05   103.45  10.66    45.69    43.32     0.01
WALLABY_J000787        63.9     5.70   100.28  11.04    46.57    44.15     0.00
WALLABY_J000787        63.9     6.35   110.01  10.44    47.27    44.82     0.00
WALLABY_J000787        63.9     7.00   101.92  10.17    47.85    45.37     0.00
WALLABY_J000787        63.9     7.65   118.90  11.44    48.34    45.83     0.00
WALLABY_J000787        63.9     8.30   113.38  12.05    48.75    46.22     0.00
WALLABY_J000787        63.9     8.95   119.12   8.80    49.10    46.55     0.00
WALLABY_J000787        63.9     9.60   121.01  10.19    49.40    46.84     0.00
WALLABY_J000787        63.9    10.25   120.74  13.90    49.67    47.09     0.00
WALLABY_J000787        63.9    10.90   107.63  10.92    49.90    47.31     0.00
WALLABY_J000792        65.6     0.50    88.17   6.76    11.29    11.09     0.73
WALLABY_J000792        65.6     0.83    77.68   7.15    16.92    16.62     0.64
WALLABY_J000792        65.6     1.16    82.92   6.98    21.02    20.66     0.46
WALLABY_J000792        65.6     1.49    79.58   4.32    24.00    23.58     0.30
WALLABY_J000792        65.6     1.83    80.70   9.77    26.19    25.74     0.19
WALLABY_J000792        65.6     2.16    87.72   7.05    27.85    27.37     0.12
WALLABY_J000792        65.6     2.49    74.33   8.26    29.14    28.64     0.07
WALLABY_J000792        65.6     2.82   100.65   8.48    30.17    29.64     0.04
WALLABY_J000792        65.6     3.15    84.29   7.11    31.00    30.46     0.03
WALLABY_J000792        65.6     3.48    83.45   8.36    31.69    31.14     0.02
WALLABY_J000792        65.6     3.82    72.05   9.25    32.27    31.70     0.01
WALLABY_J000792        65.6     4.15    86.75   7.70    32.76    32.19     0.01
WALLABY_J000792        65.6     4.48    93.81   7.25    33.18    32.60     0.00
WALLABY_J000792        65.6     4.81    75.80   7.87    33.54    32.96     0.00
WALLABY_J000798        32.9     0.50    97.90   7.54    12.67    12.49     0.82
WALLABY_J000798        32.9     0.71    95.35   8.65    16.86    16.62     0.77
WALLABY_J000798        32.9     0.92    93.39  11.23    20.31    20.01     0.65
WALLABY_J000798        32.9     1.13   101.85  13.09    23.11    22.78     0.53
WALLABY_J000798        32.9     1.34    96.08  11.32    25.39    25.02     0.41
WALLABY_J000798        32.9     1.55    96.38   7.83    27.26    26.86     0.31
WALLABY_J000798        32.9     1.75    92.67   9.00    28.80    28.38     0.23
WALLABY_J000798        32.9     1.96   106.36   8.86    30.09    29.65     0.17
WALLABY_J000798        32.9     2.17    92.40   9.76    31.18    30.72     0.12
WALLABY_J000798        32.9     2.38    89.43  11.32    32.11    31.64     0.09
WALLABY_J000798        32.9     2.59    97.46   7.95    32.91    32.42     0.07
WALLABY_J000798        32.9     2.80    99.03  13.93    33.60    33.11     0.05
WALLABY_J000798        32.9     3.01    90.96   7.47    34.21    33.71     0.03
WALLABY_J000798        32.9     3.22    78.18   7.89    34.75    34.24     0.02
WALLABY_J000798        32.9     3.43   102.33   7.95    35.22    34.71     0.02
WALLABY_J000798        32.9     3.64   109.10  14.48    35.65    35.13     0.01
WALLABY_J000798        32.9     3.85    80.21  12.82    36.03    35.50     0.01
WALLABY_J000798        32.9     4.05    94.41   7.93    36.38    35.84     0.01
WALLABY_J000798        32.9     4.26    86.60   8.63    36.69    36.15     0.00
WALLABY_J000798        32.9     4.47    96.06   9.36    36.98    36.44     0.00
WALLABY_J000798        32.9     4.68   100.70   8.59    37.24    36.69     0.00
WALLABY_J000799        42.2     0.50    79.35   9.12    13.28    13.66     0.78
WALLABY_J000799        42.2     0.84    86.58  10.80    19.53    20.09     0.61
WALLABY_J000799        42.2     1.17    86.92   6.56    23.82    24.50     0.39
WALLABY_J000799        42.2     1.51    75.69   7.66    26.80    27.57     0.23
WALLABY_J000799        42.2     1.84    96.49  11.18    28.93    29.76     0.13
WALLABY_J000799        42.2     2.18    75.29   8.10    30.51    31.39     0.07
WALLABY_J000799        42.2     2.52    74.23   7.72    31.72    32.63     0.04
WALLABY_J000799        42.2     2.85    95.79   7.93    32.68    33.62     0.02
WALLABY_J000799        42.2     3.19    79.61   7.22    33.45    34.41     0.01
WALLABY_J000799        42.2     3.53    91.64  11.39    34.08    35.06     0.01
WALLABY_J000799        42.2     3.86    80.84  11.54    34.61    35.60     0.00
WALLABY_J000799        42.2     4.20    79.68   7.86    35.05    36.06     0.00
WALLABY_J000799        42.2     4.53    79.08   7.16    35.44    36.46     0.00
WALLABY_J000799        42.2     4.87    91.07   9.19    35.77    36.80     0.00
WALLABY_J000799        42.2     5.21    81.00   7.04    36.06    37.10     0.00
WALLABY_J000799        42.2     5.54    99.39  10.79    36.32    37.36     0.00
WALLABY_J000799        42.2     5.88    73.26   9.40    36.55    37.60     0.00
WALLABY_J000799        42.2     6.21    99.82   8.65    36.75    37.81     0.00
WALLABY_J000799        42.2     6.55    63.82  11.42    36.93    37.99     0.00
WALLABY_J000799        42.2     6.89    89.71   7.49    37.10    38.16     0.00
WALLABY_J000799        42.2     7.22    77.55   8.53    37.25    38.32     0.00
WALLABY_J000799        42.2     7.56    76.46   6.98    37.39    38.46     0.00
WALLABY_J000799        42.2     7.90    86.91   6.62    37.51    38.59     0.00
WALLABY_J000799        42.2     8.23    92.69   7.57    37.63    38.71     0.00
WALLABY_J000799        42.2     8.57    86.05   7.76    37.73    38.82     0.00
WALLABY_J000806        10.6     0.50    92.16   8.34    12.21    12.10     0.78
WALLABY_J000806        10.6     0.90    75.15   9.08    19.24    19.07     0.62
WALLABY_J000806        10.6     1.30   100.31   7.76    23.96    23.75     0.39
WALLABY_J000806        10.6     1.70    88.50   9.45    27.15    26.91     0.22
WALLABY_J000806        10.6     2.10    78.77  10.56    29.38    29.13     0.12
WALLABY_J000806        10.6     2.50    90.31  11.28    31.01    30.74     0.07
WALLABY_J000806        10.6     2.91    76.72  11.97    32.25    31.97     0.03
WALLABY_J000806        10.6     3.31    79.37   6.67    33.21    32.92     0.02
WALLABY_J000806        10.6     3.71    91.90   7.78    33.98    33.69     0.01
WALLABY_J000806        10.6     4.11    96.83   7.57    34.61    34.31     0.00
WALLABY_J000806        10.6     4.51    90.79  11.35    35.14    34.83     0.00
WALLABY_J000806        10.6     4.91    76.56   8.06    35.58    35.27     0.00
WALLABY_J000806        10.6     5.31    78.35   9.94    35.95    35.64     0.00
WALLABY_J000806        10.6     5.71    96.39   6.49    36.28    35.96     0.00
WALLABY_J000806        10.6     6.11    92.85   8.04    36.56    36.24     0.00
WALLABY_J000806        10.6     6.51    77.97   7.53    36.81    36.49     0.00
WALLABY_J000807        63.1     0.50    80.44   8.04    11.51    13.95     0.54
WALLABY_J000807        63.1     0.70    66.05  12.51    14.49    17.56     0.41
WALLABY_J000807        63.1     0.91    63.53   6.86    16.68    20.22     0.28
WALLABY_J000807        63.1     1.11    68.17   9.53    18.32    22.20     0.18
WALLABY_J000807        63.1     1.31    68.27   8.92    19.57    23.71     0.12
WALLABY_J000807        63.1     1.51    73.54   5.01    20.54    24.89     0.07
WALLABY_J000807        63.1     1.72    66.57   3.54    21.32    25.83     0.05
WALLABY_J000807        63.1     1.92    69.80   7.56    21.95    26.60     0.03
WALLABY_J000807        63.1     2.12    51.39   9.16    22.47    27.23     0.02
WALLABY_J000807        63.1     2.32    53.26  11.51    22.91    27.76     0.01
WALLABY_J000807        63.1     2.53    64.01   6.76    23.28    28.21     0.01
WALLABY_J000807        63.1     2.73    67.51   9.28    23.60    28.60     0.00
WALLABY_J000807        63.1     2.93    60.65   7.75    23.88    28.94     0.00
WALLABY_J000810        23.4     0.50    72.99  10.94    12.10    13.80     0.61
WALLABY_J000810        23.4     0.79    78.39   5.78    16.52    18.85     0.43
