# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
IC2574                  3.9     8.52    63.80  12.00    22.38    25.47     0.00
IC2574                  3.9     8.81    60.50   6.20    22.60    25.41     0.00
IC2574                  3.9     9.10    61.00   5.70    22.95    25.38     0.00
IC2574                  3.9     9.38    66.00   1.30    23.63    25.51     0.00
IC2574                  3.9     9.67    65.20   3.40    24.89    25.74     0.00
IC2574                  3.9     9.96    67.10   4.70    25.80    24.84     0.00
IC2574                  3.9    10.23    67.50   9.30    27.17    23.97     0.00
IC4202                100.4     0.77    35.10   3.96     2.22    20.98     0.00
IC4202                100.4     1.59    77.90   3.95     3.89    40.96     0.00
IC4202                100.4     2.36   115.00   6.70     4.02    58.24     0.00
IC4202                100.4     3.13   156.00   3.16     0.90    74.68     0.00
IC4202                100.4     3.95   192.00   3.14     0.00    91.45     0.00
IC4202                100.4     4.73   204.00   2.90     0.00   107.35     0.00
IC4202                100.4     5.50   209.00   3.36     0.00   120.52     0.00
IC4202                100.4     6.27   220.00   3.25     0.00   132.68     0.00
IC4202                100.4     7.08   231.00   3.49     0.00   150.86     0.00
IC4202                100.4     7.86   235.00   4.65     0.24   170.80     0.00
IC4202                100.4     8.66   245.00   6.00     0.00   187.59     0.00
IC4202                100.4     9.45   246.00   5.57     3.80   199.82     0.00
IC4202                100.4    10.24   239.00   6.95     0.00   208.12     0.00
IC4202                100.4    11.02   240.00   7.16     3.35   212.98     0.00
IC4202                100.4    11.79   240.00   4.85    15.63   214.90     0.00
IC4202                100.4    12.47   246.00   7.68    22.51   214.77     0.00
IC4202                100.4    13.34   241.00   6.21    30.77   213.03     0.00
IC4202                100.4    14.11   250.00   5.62    37.16   210.67     0.00
IC4202                100.4    14.59   242.00   5.10    39.71   209.26     0.00
IC4202                100.4    14.98   244.00   7.41    41.88   208.03     0.00
IC4202                100.4    15.75   248.00   5.08    44.73   205.55     0.00
IC4202                100.4    16.52   249.00   5.22    46.30   203.07     0.00
IC4202                100.4    17.10   246.00   6.35    46.79   201.06     0.00
IC4202                100.4    17.88   241.00  16.20    46.99   198.19     0.00
IC4202                100.4    18.65   247.00  14.60    47.18   195.23     0.00
IC4202                100.4    19.62   234.00  20.90    47.77   191.47     0.00
IC4202                100.4    20.78   249.00  10.00    51.51   186.83     0.00
IC4202                100.4    22.13   236.00  16.10    57.31   181.40     0.00
IC4202                100.4    23.00   245.00  22.10    59.87   177.88     0.00
IC4202                100.4    23.58   243.00   4.20    61.24   175.64     0.00
IC4202                100.4    25.03   238.00   7.76    61.05   170.07     0.00
IC4202                100.4    25.90   247.00   6.14    60.16   166.98     0.00
KK98-251                6.8     0.25     4.25   2.00     1.87     2.88     0.00
KK98-251                6.8     0.41     6.84   2.00     3.32     3.93     0.00
KK98-251                6.8     0.57     9.56   2.00     4.80     4.80     0.00
KK98-251                6.8     0.74    12.30   2.00     6.44     6.36     0.00
KK98-251                6.8     0.90    15.10   2.00     8.03     7.43     0.00
KK98-251                6.8     1.07    17.50   2.00     9.79     8.56     0.00
KK98-251                6.8     1.24    19.70   2.00    11.57     9.52     0.00
KK98-251                6.8     1.40    21.80   2.00    13.11    10.08     0.00
KK98-251                6.8     1.57    24.40   2.00    14.44    10.55     0.00
KK98-251                6.8     1.72    27.30   2.00    15.54    10.95     0.00
KK98-251                6.8     1.89    30.30   2.00    16.53    11.36     0.00
KK98-251                6.8     2.06    32.60   2.00    17.30    11.57     0.00
KK98-251                6.8     2.46    33.30   2.00    18.07    12.23     0.00
KK98-251                6.8     2.79    34.60   2.00    18.07    12.94     0.00
KK98-251                6.8     3.13    34.20   2.00    17.41    12.45     0.00
NGC0024                 7.3     0.21    17.40   6.51     1.51    18.55     0.00
NGC0024                 7.3     0.32    31.00   8.86     2.27    25.65     0.00
NGC0024                 7.3     0.43    36.10   8.16     3.03    29.58     0.00
NGC0024                 7.3     0.54    46.00   8.52     3.84    33.96     0.00
NGC0024                 7.3     0.64    58.00   6.90     4.53    36.83     0.00
NGC0024                 7.3     0.74    63.40   9.55     5.28    39.62     0.00
NGC0024                 7.3     0.85    71.90   8.52     6.04    43.11     0.00
NGC0024                 7.3     0.96    76.40   6.82     6.80    46.75     0.00
NGC0024                 7.3     1.07    78.10   6.65     7.62    50.04     0.00
NGC0024                 7.3     1.17    80.50   6.14     8.31    52.76     0.00
NGC0024                 7.3     1.28    82.80   5.80     9.07    55.72     0.00
NGC0024                 7.3     1.38    85.60   6.48     9.82    58.31     0.00
NGC0024                 7.3     1.48    88.00   7.50    10.57    61.08     0.00
NGC0024                 7.3     1.59    92.00   8.52    11.19    63.47     0.00
NGC0024                 7.3     1.70    92.40   8.52    11.92    65.59     0.00
NGC0024                 7.3     1.80    95.10   9.20    12.54    66.83     0.00
NGC0024                 7.3     1.91    96.50   8.52    13.26    68.03     0.00
NGC0024                 7.3     2.02   101.00   8.86    13.88    68.59     0.00
NGC0024                 7.3     2.13    99.90   9.55    14.61    69.00     0.00
NGC0024                 7.3     2.23   103.00   8.18    15.23    69.17     0.00
NGC0024                 7.3     2.34   104.00   8.52    15.96    69.56     0.00
NGC0024                 7.3     2.44   107.00   9.20    16.58    69.75     0.00
NGC0024                 7.3     2.54   107.00   9.55    17.30    69.69     0.00
NGC0024                 7.3     2.65   106.00  11.20    17.92    69.65     0.00
NGC0024                 7.3     2.76   107.00  11.20    18.55    69.52     0.00
NGC0024                 7.3     7.07   104.00   3.11    26.32    52.21     0.00
NGC0024                 7.3     8.49   106.00   2.55    24.76    47.19     0.00
NGC0024                 7.3     9.91   109.00   4.95    22.59    43.11     0.00
NGC0024                 7.3    11.27   110.00   2.83    20.52    40.05     0.00
NGC0055                 2.1     1.23    28.70   3.40    13.65    27.50     0.00
NGC0055                 2.1     1.84    37.60   2.60    18.65    32.63     0.00
NGC0055                 2.1     2.46    43.10   1.20    21.85    36.38     0.00
NGC0055                 2.1     3.07    50.10   2.80    25.04    38.70     0.00
NGC0055                 2.1     3.68    58.10   4.50    28.73    39.68     0.00
NGC0055                 2.1     4.30    64.60   4.10    32.28    39.98     0.00
NGC0055                 2.1     4.91    68.50   2.70    34.59    39.99     0.00
NGC0055                 2.1     5.52    72.30   1.00    36.37    39.87     0.00
NGC0055                 2.1     6.14    74.20   2.40    37.73    39.71     0.00
NGC0055                 2.1     6.75    78.90   2.60    38.68    39.75     0.00
NGC0055                 2.1     7.37    82.40   2.30    39.30    40.35     0.00
NGC0055                 2.1     7.98    84.30   4.80    39.72    41.04     0.00
NGC0055                 2.1     8.59    85.40   7.30    40.39    41.57     0.00
NGC0055                 2.1     9.21    85.30   4.60    40.44    42.03     0.00
NGC0055                 2.1     9.82    86.80   4.00    39.94    42.44     0.00
NGC0055                 2.1    10.43    85.40   5.70    39.15    42.87     0.00
NGC0055                 2.1    11.05    85.40   7.00    37.71    43.32     0.00
NGC0055                 2.1    11.66    86.20   4.10    36.23    43.95     0.00
NGC0055                 2.1    12.28    86.10   6.20    35.41    44.71     0.00
NGC0055                 2.1    12.89    87.40   2.50    34.67    45.88     0.00
NGC0055                 2.1    13.50    86.50   5.50    33.61    48.00     0.00
NGC0100                13.5     0.23     6.81   8.19    -0.86     9.67     0.00
NGC0100                13.5     0.69    20.00   4.09    -1.93    23.77     0.00
NGC0100                13.5     1.15    33.00   4.00    -3.62    34.70     0.00
NGC0100                13.5     1.59    42.70   4.00    -4.31    41.73     0.00
NGC0100                13.5     2.05    49.90   4.00    -3.92    46.70     0.00
NGC0100                13.5     2.51    55.50   4.00     3.21    50.33     0.00
NGC0100                13.5     2.97    61.90   4.00     7.43    53.12     0.00
NGC0100                13.5     3.42    67.90   4.00    10.05    55.10     0.00
NGC0100                13.5     3.88    73.10   4.00    11.97    55.08     0.00
NGC0100                13.5     4.34    76.10   3.00    13.61    54.16     0.00
NGC0100                13.5     4.79    77.80   5.34    14.82    53.32     0.00
NGC0100                13.5     5.24    79.00   4.00    15.70    52.48     0.00
NGC0100                13.5     5.70    78.50   5.60    16.36    50.92     0.00
NGC0100                13.5     6.16    79.80   7.15    16.58    49.36     0.00
NGC0100                13.5     7.16    83.40   5.12    17.02    46.44     0.00
NGC0100                13.5     7.52    84.60   4.00    17.46    45.44     0.00
NGC0100                13.5     7.98    86.10   5.53    18.01    44.24     0.00
NGC0100                13.5     8.44    87.50  10.20    18.77    43.11     0.00
NGC0100                13.5     8.90    89.00   7.77    19.76    41.91     0.00
NGC0100                13.5     9.35    90.40   5.16    20.86    40.72     0.00
NGC0100                13.5     9.62    91.20  13.70    21.63    40.12     0.00
NGC0247                 3.7     1.08    34.60   1.00     2.87    22.18     0.00
NGC0247                 3.7     1.61    47.00   1.00     4.22    29.63     0.00
NGC0247                 3.7     2.15    59.10   3.10     5.53    34.54     0.00
NGC0247                 3.7     2.70    64.40   1.40     7.02    38.17     0.00
NGC0247                 3.7     3.22    67.40   2.30     8.74    41.49     0.00
NGC0247                 3.7     3.77    69.80   1.00    10.74    44.33     0.00
NGC0247                 3.7     4.31    71.30   1.10    12.87    46.65     0.00
NGC0247                 3.7     4.85    73.20   1.70    14.02    48.71     0.00
NGC0247                 3.7     5.38    75.10   3.00    14.25    50.36     0.00
NGC0247                 3.7     5.92    78.50   3.80    15.40    51.67     0.00
NGC0247                 3.7     6.46    81.40   5.00    17.47    52.60     0.00
NGC0247                 3.7     6.99    83.50   7.00    20.12    53.23     0.00
NGC0247                 3.7     7.53    87.10   7.20    23.34    53.67     0.00
NGC0247                 3.7     8.07    90.70   4.80    25.63    54.09     0.00
NGC0247                 3.7     8.62    93.10   1.40    27.36    54.75     0.00
NGC0247                 3.7     9.14    95.90   2.10    29.31    55.29     0.00
NGC0247                 3.7     9.69    98.40   5.20    31.50    55.46     0.00
NGC0247                 3.7    10.23   101.00   8.20    33.45    55.35     0.00
NGC0247                 3.7    10.76   103.00   9.40    35.18    54.98     0.00
NGC0247                 3.7    11.30   104.00   9.40    36.44    54.45     0.00
NGC0247                 3.7    11.84   105.00   8.90    37.01    53.82     0.00
NGC0247                 3.7    12.38   105.00   8.40    37.01    53.20     0.00
NGC0247                 3.7    12.91   105.00   9.00    36.33    52.54     0.00
NGC0247                 3.7    13.48   106.00   8.40    35.29    51.70     0.00
NGC0247                 3.7    14.01   108.00   7.70    34.03    50.90     0.00
NGC0247                 3.7    14.54   107.00   9.20    32.65    50.18     0.00
NGC0289                20.8     1.50   164.00  28.20     3.86   179.05     0.00
NGC0289                20.8     2.52   194.00  32.00     5.64   226.49     0.00
NGC0289                20.8     3.46   175.00  25.20     6.85   215.85     0.00
NGC0289                20.8     4.32   185.00  31.50     7.40   220.68     0.00
NGC0289                20.8     5.43   175.00  27.90     6.00   221.66     0.00
NGC0289                20.8     6.38   167.00  27.20     4.74   211.57     0.00
NGC0289                20.8     7.57   176.00   7.18     7.37   198.06     0.00
NGC0289                20.8    10.60   185.00   4.29    21.99   170.85     0.00
NGC0289                20.8    13.57   183.00   4.22    32.44   151.82     0.00
NGC0289                20.8    16.64   172.00   4.33    38.81   136.17     0.00
NGC0289                20.8    19.71   161.00   4.24    42.50   127.01     0.00
NGC0289                20.8    22.68   156.00   5.08    49.56   119.49     0.00
NGC0289                20.8    25.75   159.00   6.49    54.94   111.50     0.00
NGC0289                20.8    28.72   173.00   6.97    55.53   105.68     0.00
NGC0289                20.8    31.79   177.00   6.57    60.71   100.59     0.00
NGC0289                20.8    34.77   179.00   4.47    65.78    96.09     0.00
NGC0289                20.8    37.84   181.00   4.26    67.48    92.02     0.00
NGC0289                20.8    40.81   182.00   4.26    68.67    88.49     0.00
NGC0289                20.8    43.88   182.00   4.83    68.27    85.15     0.00
NGC0289                20.8    46.85   180.00   5.50    67.18    82.29     0.00
NGC0289                20.8    49.92   177.00   8.50    65.98    79.64     0.00
NGC0289                20.8    52.99   175.00  11.00    65.09    77.21     0.00
NGC0289                20.8    55.96   172.00  11.60    64.29    75.06     0.00
NGC0289                20.8    59.03   168.00  12.60    62.60    72.97     0.00
NGC0289                20.8    62.00   158.00   5.38    59.81    71.15     0.00
NGC0289                20.8    65.07   158.00   6.50    57.13    69.42     0.00
