# APERTIF DR1 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
APERTIF_J000870        25.5     1.98    83.17   6.59    24.59    21.81     0.03
APERTIF_J000870        25.5     2.30    62.32  11.00    25.54    22.65     0.01
APERTIF_J000870        25.5     2.62    69.57   9.51    26.28    23.31     0.01
APERTIF_J000870        25.5     2.94    65.66   8.60    26.87    23.83     0.00
APERTIF_J000870        25.5     3.25   100.56  11.88    27.36    24.26     0.00
APERTIF_J000870        25.5     3.57    69.23   6.52    27.76    24.62     0.00
APERTIF_J000870        25.5     3.89    54.09  11.60    28.10    24.92     0.00
APERTIF_J000870        25.5     4.20    73.70  14.25    28.38    25.17     0.00
APERTIF_J000891         6.3     0.40    96.94  14.95    11.28     9.25     0.61
APERTIF_J000891         6.3     0.87   120.17  10.32    21.22    17.39     0.50
APERTIF_J000891         6.3     1.34   113.55  12.36    27.58    22.60     0.28
APERTIF_J000891         6.3     1.80   116.36  14.69    31.65    25.94     0.14
APERTIF_J000891         6.3     2.27   124.75  11.96    34.39    28.18     0.07
APERTIF_J000891         6.3     2.74   118.45  11.99    36.32    29.76     0.03
APERTIF_J000891         6.3     3.21    87.79  12.40    37.75    30.93     0.01
APERTIF_J000891         6.3     3.68    78.97  14.66    38.84    31.83     0.01
APERTIF_J000891         6.3     4.15    98.92  15.00    39.70    32.53     0.00
APERTIF_J000891         6.3     4.61   113.90   8.62    40.40    33.10     0.00
APERTIF_J000891         6.3     5.08    98.22  10.04    40.97    33.57     0.00
APERTIF_J000891         6.3     5.55    95.41  12.56    41.45    33.97     0.00
APERTIF_J000891         6.3     6.02    98.74  11.04    41.86    34.30     0.00
APERTIF_J000891         6.3     6.49   104.52  13.80    42.21    34.59     0.00
APERTIF_J000891         6.3     6.95   121.80  14.85    42.51    34.84     0.00
APERTIF_J000891         6.3     7.42   127.51  14.05    42.78    35.06     0.00
APERTIF_J000891         6.3     7.89    95.62   7.00    43.01    35.25     0.00
APERTIF_J000891         6.3     8.36    78.38  14.97    43.22    35.42     0.00
APERTIF_J000891         6.3     8.83   102.98   9.15    43.41    35.57     0.00
APERTIF_J000892        17.4     0.40    88.70  13.02     9.67     7.92     0.52
APERTIF_J000892        17.4     0.80    79.40  14.55    17.09    14.00     0.46
APERTIF_J000892        17.4     1.19    82.94  10.37    22.20    18.19     0.29
APERTIF_J000892        17.4     1.59    79.88  13.02    25.68    21.04     0.17
APERTIF_J000892        17.4     1.98    99.30  13.13    28.11    23.04     0.09
APERTIF_J000892        17.4     2.38   101.14  12.04    29.88    24.49     0.05
APERTIF_J000892        17.4     2.77    75.60  10.49    31.22    25.58     0.02
APERTIF_J000892        17.4     3.17    87.89  15.50    32.25    26.43     0.01
APERTIF_J000892        17.4     3.56    73.85   6.40    33.08    27.10     0.01
APERTIF_J000892        17.4     3.96    52.16  13.05    33.75    27.65     0.00
APERTIF_J000892        17.4     4.35    86.11  13.25    34.30    28.11     0.00
APERTIF_J000892        17.4     4.75    84.87  11.01    34.77    28.49     0.00
APERTIF_J000892        17.4     5.14    82.84  10.78    35.17    28.82     0.00
APERTIF_J000892        17.4     5.54    71.88  10.54    35.51    29.10     0.00
APERTIF_J000892        17.4     5.94    92.75  12.95    35.81    29.35     0.00
APERTIF_J000892        17.4     6.33    89.59  13.72    36.08    29.56     0.00
APERTIF_J000892        17.4     6.73    50.90  13.34    36.31    29.75     0.00
APERTIF_J000892        17.4     7.12    91.19  10.18    36.52    29.92     0.00
APERTIF_J000893        52.7     0.40    49.45   9.14     8.32     8.38     0.30
APERTIF_J000893        52.7     0.51    61.40   6.00     9.99    10.07     0.26
APERTIF_J000893        52.7     0.63    52.18   5.42    11.38    11.47     0.21
APERTIF_J000893        52.7     0.74    62.42   7.20    12.53    12.63     0.16
APERTIF_J000893        52.7     0.85    56.81   7.60    13.48    13.59     0.12
APERTIF_J000893        52.7     0.97    57.62   7.81    14.28    14.39     0.09
APERTIF_J000893        52.7     1.08    48.09   3.94    14.95    15.06     0.07
APERTIF_J000893        52.7     1.19    44.71  11.38    15.52    15.64     0.05
APERTIF_J000893        52.7     1.31    46.63   5.47    16.01    16.13     0.04
APERTIF_J000893        52.7     1.42    52.33   7.42    16.43    16.56     0.03
APERTIF_J000893        52.7     1.53    52.65   5.41    16.80    16.93     0.02
APERTIF_J000893        52.7     1.65    47.82  14.57    17.12    17.26     0.01
APERTIF_J000893        52.7     1.76    40.34   5.84    17.41    17.55     0.01
APERTIF_J000893        52.7     1.87    44.83   9.61    17.67    17.80     0.01
APERTIF_J000893        52.7     1.99    50.22   7.95    17.90    18.03     0.01
APERTIF_J000893        52.7     2.10    54.32   8.11    18.10    18.24     0.00
APERTIF_J000893        52.7     2.21    55.64  10.64    18.29    18.43     0.00
APERTIF_J000893        52.7     2.33    60.35   4.00    18.46    18.60     0.00
APERTIF_J000893        52.7     2.44    56.94   5.92    18.62    18.76     0.00
APERTIF_J000893        52.7     2.55    49.37  11.94    18.76    18.90     0.00
APERTIF_J000893        52.7     2.67    60.50   8.58    18.89    19.03     0.00
APERTIF_J000893        52.7     2.78    50.36  11.05    19.01    19.15     0.00
APERTIF_J000893        52.7     2.89    46.38   9.03    19.12    19.27     0.00
APERTIF_J000893        52.7     3.00    53.40   5.56    19.22    19.37     0.00
APERTIF_J000895        38.1     0.40    66.26   5.61    10.86    10.10     0.45
APERTIF_J000895        38.1     0.84    67.80  12.32    18.13    16.87     0.23
APERTIF_J000895        38.1     1.27    72.60   3.75    22.04    20.51     0.09
APERTIF_J000895        38.1     1.71    71.25   9.20    24.32    22.63     0.03
APERTIF_J000895        38.1     2.15    69.95  12.30    25.77    23.98     0.01
APERTIF_J000895        38.1     2.59    67.69   7.76    26.78    24.92     0.00
APERTIF_J000895        38.1     3.02    78.91  10.79    27.51    25.59     0.00
APERTIF_J000895        38.1     3.46    69.66  10.15    28.06    26.11     0.00
APERTIF_J000895        38.1     3.90    74.43  10.29    28.49    26.51     0.00
APERTIF_J000895        38.1     4.34   101.85  11.12    28.84    26.84     0.00
APERTIF_J000895        38.1     4.77    82.11  10.63    29.12    27.10     0.00
APERTIF_J000895        38.1     5.21    75.22  11.47    29.36    27.32     0.00
APERTIF_J000898        24.3     0.40    96.22  16.15    10.89     8.65     0.68
APERTIF_J000898        24.3     0.81   141.08  16.73    20.27    16.09     0.70
APERTIF_J000898        24.3     1.22   154.50  14.60    27.32    21.68     0.53
APERTIF_J000898        24.3     1.63   126.90  13.96    32.45    25.75     0.35
APERTIF_J000898        24.3     2.04   112.96   9.18    36.19    28.72     0.22
APERTIF_J000898        24.3     2.45    95.14  16.07    39.00    30.95     0.13
APERTIF_J000898        24.3     2.86   103.89  11.32    41.15    32.66     0.08
APERTIF_J000898        24.3     3.27   109.29  13.51    42.84    34.00     0.05
APERTIF_J000898        24.3     3.68   119.58  13.17    44.20    35.08     0.03
APERTIF_J000898        24.3     4.09   124.19   9.62    45.31    35.96     0.01
APERTIF_J000898        24.3     4.50   109.09  12.82    46.24    36.70     0.01
APERTIF_J000898        24.3     4.91   120.22   8.58    47.02    37.32     0.00
APERTIF_J000898        24.3     5.32   108.55   9.63    47.69    37.85     0.00
APERTIF_J000898        24.3     5.73   120.80  14.29    48.27    38.31     0.00
APERTIF_J000898        24.3     6.14   102.26   9.68    48.77    38.71     0.00
APERTIF_J000898        24.3     6.55   115.23  15.29    49.22    39.06     0.00
APERTIF_J000901        28.6     0.40    51.47   4.75     7.35     6.48     0.33
APERTIF_J000901        28.6     0.95    58.25  11.30    13.64    12.01     0.17
APERTIF_J000901        28.6     1.50    55.85   6.95    16.81    14.81     0.06
APERTIF_J000901        28.6     2.05    55.27  14.33    18.57    16.36     0.02
APERTIF_J000901        28.6     2.59    51.27   8.96    19.67    17.33     0.01
APERTIF_J000901        28.6     3.14    51.08   6.78    20.41    17.98     0.00
APERTIF_J000901        28.6     3.69    65.44  14.89    20.94    18.45     0.00
APERTIF_J000901        28.6     4.24    43.15   8.41    21.34    18.80     0.00
APERTIF_J000901        28.6     4.79    48.17  10.51    21.65    19.07     0.00
APERTIF_J000901        28.6     5.34    51.59   7.63    21.90    19.29     0.00
APERTIF_J000902        48.3     0.40   138.80   8.84     9.78     7.62     0.69
APERTIF_J000902        48.3     1.14   147.85  15.52    24.94    19.43     0.81
APERTIF_J000902        48.3     1.87   120.19  12.53    35.26    27.47     0.52
APERTIF_J000902        48.3     2.61   133.62  10.44    41.99    32.71     0.28
APERTIF_J000902        48.3     3.35   139.89  13.33    46.50    36.23     0.14
APERTIF_J000902        48.3     4.09   128.53  16.07    49.68    38.70     0.07
APERTIF_J000902        48.3     4.82   166.56  11.20    52.00    40.51     0.03
APERTIF_J000902        48.3     5.56   149.26  15.71    53.78    41.89     0.02
APERTIF_J000902        48.3     6.30   140.88  10.80    55.17    42.98     0.01
APERTIF_J000902        48.3     7.04   129.61  11.84    56.28    43.84     0.00
APERTIF_J000902        48.3     7.77   137.58  15.96    57.19    44.56     0.00
APERTIF_J000902        48.3     8.51   138.53  14.01    57.96    45.15     0.00
APERTIF_J000902        48.3     9.25   159.20  13.78    58.60    45.65     0.00
APERTIF_J000902        48.3     9.98   164.53  12.45    59.16    46.08     0.00
APERTIF_J000902        48.3    10.72   146.34  15.59    59.63    46.46     0.00
APERTIF_J000902        48.3    11.46   131.75  13.40    60.05    46.78     0.00
APERTIF_J000902        48.3    12.20   155.85  14.04    60.42    47.07     0.00
APERTIF_J000902        48.3    12.93   140.50  13.19    60.75    47.33     0.00
APERTIF_J000902        48.3    13.67   138.38  10.73    61.04    47.55     0.00
APERTIF_J000902        48.3    14.41   142.26  12.38    61.31    47.76     0.00
APERTIF_J000902        48.3    15.15   137.05  13.73    61.54    47.94     0.00
APERTIF_J000905        24.1     0.40    44.14   8.95     6.63     7.91     0.20
APERTIF_J000905        24.1     0.62    42.61   8.22     8.70    10.38     0.11
APERTIF_J000905        24.1     0.84    51.49   6.10    10.03    11.96     0.06
APERTIF_J000905        24.1     1.06    36.84   3.28    10.91    13.01     0.03
APERTIF_J000905        24.1     1.29    40.42   7.01    11.54    13.76     0.01
APERTIF_J000905        24.1     1.51    36.92   5.77    12.00    14.31     0.01
APERTIF_J000905        24.1     1.73    40.08  12.87    12.35    14.73     0.00
APERTIF_J000905        24.1     1.95    36.41   6.41    12.63    15.06     0.00
APERTIF_J000905        24.1     2.17    45.53   7.15    12.86    15.33     0.00
APERTIF_J000905        24.1     2.39    38.99   8.96    13.04    15.55     0.00
APERTIF_J000905        24.1     2.62    51.29   8.26    13.19    15.73     0.00
APERTIF_J000905        24.1     2.84    39.56   9.44    13.32    15.89     0.00
APERTIF_J000905        24.1     3.06    45.29   9.94    13.44    16.02     0.00
APERTIF_J000905        24.1     3.28    42.87   3.40    13.53    16.14     0.00
APERTIF_J000905        24.1     3.50    43.85   7.44    13.62    16.24     0.00
APERTIF_J000913         9.6     0.40    54.33   6.92     8.84    10.46     0.27
APERTIF_J000913         9.6     0.52    58.93  10.84    10.51    12.44     0.20
APERTIF_J000913         9.6     0.64    44.30  13.72    11.82    13.98     0.15
APERTIF_J000913         9.6     0.76    56.51  10.97    12.84    15.19     0.10
APERTIF_J000913         9.6     0.88    45.28  10.36    13.65    16.16     0.07
APERTIF_J000913         9.6     1.00    53.44  10.48    14.31    16.94     0.05
APERTIF_J000913         9.6     1.12    49.64   4.43    14.86    17.58     0.03
APERTIF_J000913         9.6     1.25    63.70  10.58    15.31    18.12     0.02
APERTIF_J000913         9.6     1.37    37.58   9.21    15.69    18.57     0.01
APERTIF_J000913         9.6     1.49    47.01  10.16    16.02    18.95     0.01
APERTIF_J000913         9.6     1.61    46.66  11.48    16.30    19.29     0.01
APERTIF_J000913         9.6     1.73    55.33  11.80    16.54    19.58     0.00
APERTIF_J000913         9.6     1.85    46.37   9.37    16.76    19.83     0.00
APERTIF_J000913         9.6     1.97    57.43   9.21    16.95    20.06     0.00
APERTIF_J000913         9.6     2.09    61.07   9.48    17.12    20.26     0.00
APERTIF_J000913         9.6     2.21    52.04   9.27    17.27    20.44     0.00
APERTIF_J000913         9.6     2.33    51.84   6.08    17.41    20.60     0.00
APERTIF_J000913         9.6     2.45    43.38  12.05    17.53    20.74     0.00
APERTIF_J000913         9.6     2.57    64.75   8.28    17.64    20.88     0.00
APERTIF_J000917        14.7     0.40    79.29  12.48    11.60     9.72     0.59
APERTIF_J000917        14.7     0.70   100.43   8.38    18.38    15.40     0.51
APERTIF_J000917        14.7     1.00    98.12   9.62    23.32    19.55     0.36
APERTIF_J000917        14.7     1.30    92.36  14.82    26.88    22.53     0.23
APERTIF_J000917        14.7     1.61    88.63  11.43    29.49    24.71     0.14
APERTIF_J000917        14.7     1.91    95.06  11.88    31.44    26.35     0.08
APERTIF_J000917        14.7     2.21   102.88  14.02    32.96    27.62     0.05
APERTIF_J000917        14.7     2.51    65.97  10.42    34.15    28.62     0.03
APERTIF_J000917        14.7     2.81    98.99   9.48    35.12    29.43     0.01
APERTIF_J000917        14.7     3.11    86.07  12.46    35.91    30.10     0.01
APERTIF_J000917        14.7     3.41    94.55  10.64    36.58    30.65     0.00
APERTIF_J000917        14.7     3.72   100.43  10.37    37.14    31.13     0.00
APERTIF_J000917        14.7     4.02    98.40  14.59    37.62    31.53     0.00
APERTIF_J000917        14.7     4.32   104.35  11.18    38.04    31.88     0.00
APERTIF_J000917        14.7     4.62    63.64  15.23    38.41    32.19     0.00
APERTIF_J000917        14.7     4.92    93.12  14.61    38.73    32.46     0.00
APERTIF_J000917        14.7     5.22    80.79   9.81    39.02    32.70     0.00
APERTIF_J000917        14.7     5.52    93.85  10.21    39.28    32.92     0.00
APERTIF_J000917        14.7     5.83   105.28  11.23    39.51    33.11     0.00
APERTIF_J000917        14.7     6.13   109.43  14.55    39.72    33.28     0.00
APERTIF_J000917        14.7     6.43    80.42  11.30    39.91    33.44     0.00
APERTIF_J000917        14.7     6.73    91.20  12.22    40.08    33.59     0.00
APERTIF_J000917        14.7     7.03   101.44   9.79    40.24    33.72     0.00
APERTIF_J000917        14.7     7.33    98.23  10.05    40.38    33.84     0.00
APERTIF_J000922        45.7     0.40   153.92  13.10    14.00    11.29     0.81
APERTIF_J000922        45.7     1.03   173.06  18.71    30.34    24.47     0.63
APERTIF_J000922        45.7     1.67   139.15  14.77    39.80    32.09     0.29
APERTIF_J000922        45.7     2.30   155.21  11.64    45.37    36.58     0.12
APERTIF_J000922        45.7     2.94   153.59  16.55    48.92    39.45     0.05
APERTIF_J000922        45.7     3.57   116.86  11.57    51.35    41.40     0.02
APERTIF_J000922        45.7     4.20   139.22   7.56    53.10    42.82     0.01
APERTIF_J000922        45.7     4.84   127.64  13.66    54.42    43.88     0.00
APERTIF_J000922        45.7     5.47   134.71  14.27    55.45    44.71     0.00
APERTIF_J000922        45.7     6.10   151.74  14.01    56.27    45.37     0.00
APERTIF_J000922        45.7     6.74   130.58  12.13    56.94    45.91     0.00
APERTIF_J000922        45.7     7.37   138.24  13.01    57.50    46.36     0.00
APERTIF_J000922        45.7     8.01   152.81  14.98    57.97    46.74     0.00
APERTIF_J000922        45.7     8.64   133.56  13.93    58.38    47.07     0.00
APERTIF_J000922        45.7     9.27   170.08  15.44    58.73    47.35     0.00
APERTIF_J000922        45.7     9.91   139.53  13.38    59.03    47.60     0.00
APERTIF_J000922        45.7    10.54   123.13   9.53    59.30    47.81     0.00
APERTIF_J000924        20.8     0.40    78.25  10.72    10.76    10.09     0.44
APERTIF_J000924        20.8     0.62    66.65   9.68    14.90    13.97     0.33
APERTIF_J000924        20.8     0.84    78.65  12.13    17.90    16.79     0.22
APERTIF_J000924        20.8     1.06    84.60   7.75    20.08    18.83     0.14
APERTIF_J000924        20.8     1.28    85.18   9.39    21.70    20.35     0.08
APERTIF_J000924        20.8     1.50    64.65  10.48    22.93    21.51     0.05
APERTIF_J000924        20.8     1.71    76.83  11.00    23.90    22.42     0.03
APERTIF_J000924        20.8     1.93    78.69  10.45    24.68    23.14     0.02
APERTIF_J000924        20.8     2.15    65.84   9.14    25.31    23.74     0.01
APERTIF_J000924        20.8     2.37    74.51  13.89    25.83    24.23     0.01
APERTIF_J000924        20.8     2.59    72.30  13.26    26.28    24.64     0.00
APERTIF_J000924        20.8     2.81    75.90  14.57    26.65    25.00     0.00
APERTIF_J000924        20.8     3.03    77.80  10.01    26.98    25.30     0.00
APERTIF_J000924        20.8     3.25    76.72  11.58    27.26    25.57     0.00
APERTIF_J000924        20.8     3.47    69.45  14.53    27.51    25.80     0.00
APERTIF_J000924        20.8     3.69    68.72  14.15    27.73    26.01     0.00
APERTIF_J000924        20.8     3.90    69.07   9.72    27.93    26.19     0.00
APERTIF_J000924        20.8     4.12    63.56  12.53    28.10    26.36     0.00
APERTIF_J000924        20.8     4.34    65.39  12.29    28.26    26.51     0.00
APERTIF_J000926        19.1     0.40    96.69  10.79    13.96    12.84     0.58
APERTIF_J000926        19.1     0.58   102.93   8.69    18.69    17.19     0.48
APERTIF_J000926        19.1     0.77    88.83   9.73    22.34    20.55     0.36
APERTIF_J000926        19.1     0.95    98.20  13.26    25.14    23.13     0.25
APERTIF_J000926        19.1     1.14   102.03  12.87    27.32    25.13     0.17
APERTIF_J000926        19.1     1.32    99.59   8.31    29.04    26.72     0.11
APERTIF_J000926        19.1     1.51   100.01  15.63    30.42    27.99     0.07
APERTIF_J000926        19.1     1.69    73.28  14.69    31.55    29.02     0.05
APERTIF_J000926        19.1     1.88   102.49  12.10    32.49    29.89     0.03
APERTIF_J000926        19.1     2.06   107.87  10.70    33.27    30.61     0.02
APERTIF_J000926        19.1     2.24   118.52  15.35    33.94    31.23     0.01
APERTIF_J000926        19.1     2.43    98.12  11.46    34.52    31.76     0.01
APERTIF_J000926        19.1     2.61    81.54   9.99    35.02    32.22     0.00
APERTIF_J000926        19.1     2.80   108.95  11.24    35.46    32.62     0.00
APERTIF_J000926        19.1     2.98    79.54  14.58    35.85    32.98     0.00
APERTIF_J000926        19.1     3.17    95.24   7.37    36.19    33.29     0.00
APERTIF_J000926        19.1     3.35   118.54  12.13    36.50    33.58     0.00
APERTIF_J000926        19.1     3.54    72.53  11.50    36.78    33.83     0.00
APERTIF_J000926        19.1     3.72    86.92  11.10    37.03    34.06     0.00
APERTIF_J000929         8.5     0.40    75.23  10.79    10.13     8.51     0.51
APERTIF_J000929         8.5     1.08    81.58  13.65    21.15    17.77     0.27
APERTIF_J000929         8.5     1.75    70.52  15.22    26.50    22.27     0.09
APERTIF_J000929         8.5     2.43    81.39   9.28    29.38    24.68     0.03
APERTIF_J000929         8.5     3.11    86.55  14.82    31.12    26.15     0.01
APERTIF_J000929         8.5     3.78    92.68  14.10    32.29    27.13     0.00
APERTIF_J000929         8.5     4.46    72.00   7.65    33.12    27.83     0.00
APERTIF_J000929         8.5     5.14    96.52  13.23    33.73    28.34     0.00
APERTIF_J000929         8.5     5.81    80.77  11.42    34.21    28.75     0.00
APERTIF_J000929         8.5     6.49    88.76  11.48    34.59    29.06     0.00
APERTIF_J000929         8.5     7.17    66.13   8.50    34.90    29.32     0.00
APERTIF_J000936        10.1     0.40    48.87  12.96    10.39     9.30     0.46
APERTIF_J000936        10.1     0.65    79.10  11.32    15.12    13.53     0.36
APERTIF_J000936        10.1     0.90    69.94   9.73    18.52    16.57     0.24
APERTIF_J000936        10.1     1.15    56.25  13.06    20.96    18.76     0.15
APERTIF_J000936        10.1     1.40    85.02  11.46    22.75    20.36     0.09
APERTIF_J000936        10.1     1.65    78.88  13.10    24.10    21.57     0.05
APERTIF_J000936        10.1     1.90    82.50  13.53    25.15    22.51     0.03
APERTIF_J000936        10.1     2.16    83.71   9.81    25.99    23.26     0.02
APERTIF_J000936        10.1     2.41    61.58   7.96    26.67    23.86     0.01
APERTIF_J000936        10.1     2.66    67.06  13.86    27.23    24.36     0.00
APERTIF_J000936        10.1     2.91    76.07  11.24    27.69    24.78     0.00
APERTIF_J000936        10.1     3.16    94.32  14.02    28.09    25.14     0.00
APERTIF_J000936        10.1     3.41    60.55  17.68    28.44    25.45     0.00
APERTIF_J000936        10.1     3.66    66.90  13.73    28.74    25.72     0.00
APERTIF_J000936        10.1     3.91    84.70   9.23    29.00    25.95     0.00
APERTIF_J000936        10.1     4.16    87.00  10.08    29.23    26.16     0.00
APERTIF_J000937        33.2     0.40    67.13   9.20     8.94     7.34     0.48
APERTIF_J000937        33.2     1.19    64.94   8.19    20.50    16.83     0.26
APERTIF_J000937        33.2     1.99    71.26  10.79    25.91    21.26     0.08
APERTIF_J000937        33.2     2.78    77.78   8.21    28.74    23.58     0.02
APERTIF_J000937        33.2     3.58    67.67  10.96    30.43    24.97     0.01
APERTIF_J000937        33.2     4.37    69.94  11.63    31.54    25.89     0.00
APERTIF_J000937        33.2     5.17    60.33   9.67    32.33    26.53     0.00
APERTIF_J000937        33.2     5.96    78.63   9.43    32.91    27.01     0.00
APERTIF_J000937        33.2     6.75    79.76   8.04    33.36    27.38     0.00
APERTIF_J000944        31.5     0.40   105.67   8.42    11.20     9.03     0.65
APERTIF_J000944        31.5     1.42   116.77  13.08    29.34    23.65     0.33
APERTIF_J000944        31.5     2.43   106.69  11.51    37.02    29.84     0.08
APERTIF_J000944        31.5     3.45   102.94  13.37    40.82    32.90     0.02
APERTIF_J000944        31.5     4.46   102.79  13.72    43.02    34.67     0.00
APERTIF_J000944        31.5     5.48   108.97   9.82    44.44    35.82     0.00
APERTIF_J000944        31.5     6.49   129.19  13.64    45.44    36.62     0.00
APERTIF_J000944        31.5     7.51   107.80  12.13    46.17    37.21     0.00
APERTIF_J000944        31.5     8.52    93.17  14.37    46.73    37.67     0.00
APERTIF_J000945        30.9     0.40    58.42  17.21     9.81     8.04     0.53
APERTIF_J000945        30.9     0.75    78.99  13.77    16.60    13.60     0.48
APERTIF_J000945        30.9     1.10    94.33  14.72    21.50    17.62     0.33
APERTIF_J000945        30.9     1.45    77.85  11.27    24.97    20.46     0.21
APERTIF_J000945        30.9     1.80    80.83  10.48    27.48    22.52     0.12
APERTIF_J000945        30.9     2.15    87.47   6.65    29.34    24.04     0.07
APERTIF_J000945        30.9     2.50    95.91  12.38    30.76    25.21     0.04
APERTIF_J000945        30.9     2.85   110.82  14.65    31.88    26.12     0.02
APERTIF_J000945        30.9     3.20    84.94  12.85    32.77    26.86     0.01
APERTIF_J000945        30.9     3.55    89.55  14.11    33.51    27.46     0.01
APERTIF_J000945        30.9     3.90    89.46  10.75    34.12    27.96     0.00
APERTIF_J000945        30.9     4.25    88.63  10.67    34.64    28.39     0.00
APERTIF_J000945        30.9     4.60    97.89   7.01    35.08    28.75     0.00
APERTIF_J000945        30.9     4.95    97.81  13.77    35.46    29.06     0.00
APERTIF_J000945        30.9     5.30    77.65  12.46    35.80    29.34     0.00
APERTIF_J000945        30.9     5.65    76.86  12.22    36.09    29.58     0.00
APERTIF_J000945        30.9     6.00    69.73  14.95    36.35    29.79     0.00
APERTIF_J000945        30.9     6.35   102.60   8.27    36.58    29.98     0.00
APERTIF_J000945        30.9     6.70    85.47   3.55    36.79    30.15     0.00
APERTIF_J000945        30.9     7.05    90.94  12.63    36.98    30.31     0.00
APERTIF_J000945        30.9     7.40    70.97  11.61    37.15    30.45     0.00
APERTIF_J000945        30.9     7.75    83.66  10.91    37.31    30.57     0.00
APERTIF_J000945        30.9     8.10    74.21  13.14    37.45    30.69     0.00
APERTIF_J000945        30.9     8.45    85.94  11.80    37.58    30.80     0.00
APERTIF_J000952        23.4     0.40    92.43  15.78    12.00    10.28     0.58
APERTIF_J000952        23.4     0.74    84.17  11.81    19.46    16.66     0.45
APERTIF_J000952        23.4     1.08   109.87  12.34    24.50    20.97     0.28
APERTIF_J000952        23.4     1.41   109.22  10.06    27.91    23.90     0.15
APERTIF_J000952        23.4     1.75    93.83  12.51    30.31    25.95     0.08
APERTIF_J000952        23.4     2.09    85.77  14.20    32.06    27.44     0.04
APERTIF_J000952        23.4     2.43    84.47  10.01    33.38    28.57     0.02
APERTIF_J000952        23.4     2.76    86.87   6.69    34.41    29.46     0.01
APERTIF_J000952        23.4     3.10    90.19  12.27    35.23    30.16     0.01
APERTIF_J000952        23.4     3.44    71.74  15.43    35.90    30.73     0.00
APERTIF_J000952        23.4     3.78   112.12  12.65    36.46    31.21     0.00
APERTIF_J000952        23.4     4.11   108.44  15.44    36.93    31.61     0.00
APERTIF_J000952        23.4     4.45   122.03  14.47    37.33    31.96     0.00
APERTIF_J000952        23.4     4.79   108.34  13.25    37.68    32.25     0.00
APERTIF_J000952        23.4     5.13    82.93  18.06    37.98    32.51     0.00
APERTIF_J000953        26.9     0.40   100.63  11.17    13.39    11.44     0.65
APERTIF_J000953        26.9     0.59    92.66  10.03    18.48    15.79     0.59
APERTIF_J000953        26.9     0.78    90.53  14.56    22.61    19.31     0.48
APERTIF_J000953        26.9     0.97   101.92   8.53    25.91    22.13     0.37
APERTIF_J000953        26.9     1.16   103.43  13.64    28.55    24.38     0.27
APERTIF_J000953        26.9     1.36   114.56   9.18    30.67    26.20     0.19
APERTIF_J000953        26.9     1.55   105.43  10.06    32.41    27.68     0.14
APERTIF_J000953        26.9     1.74    93.79  11.79    33.84    28.91     0.09
APERTIF_J000953        26.9     1.93   124.58  14.95    35.04    29.93     0.07
APERTIF_J000953        26.9     2.12   112.55  12.90    36.06    30.80     0.04
APERTIF_J000953        26.9     2.31    97.62   9.66    36.93    31.54     0.03
APERTIF_J000953        26.9     2.50   104.76  11.31    37.68    32.19     0.02
APERTIF_J000953        26.9     2.69    95.91   9.02    38.33    32.75     0.01
APERTIF_J000953        26.9     2.88    85.00  12.95    38.91    33.24     0.01
APERTIF_J000953        26.9     3.08    81.78  15.26    39.42    33.67     0.01
APERTIF_J000953        26.9     3.27   101.19  15.13    39.87    34.06     0.00
APERTIF_J000953        26.9     3.46   113.29  15.13    40.28    34.41     0.00
APERTIF_J000953        26.9     3.65   102.69   7.39    40.65    34.72     0.00
APERTIF_J000953        26.9     3.84    93.20   9.55    40.98    35.00     0.00
APERTIF_J000953        26.9     4.03   111.40  10.07    41.28    35.26     0.00
APERTIF_J000953        26.9     4.22    91.70   9.86    41.55    35.50     0.00
APERTIF_J000954        12.4     0.40    99.72  15.50    11.96    10.91     0.51
APERTIF_J000954        12.4     0.83    75.00   8.17    20.05    18.29     0.29
APERTIF_J000954        12.4     1.25    78.75   8.98    24.55    22.40     0.12
APERTIF_J000954        12.4     1.68    91.14   7.10    27.22    24.84     0.04
APERTIF_J000954        12.4     2.11    93.35  10.51    28.95    26.42     0.02
APERTIF_J000954        12.4     2.53    79.01   7.08    30.15    27.51     0.01
APERTIF_J000954        12.4     2.96    74.94   6.67    31.03    28.31     0.00
APERTIF_J000954        12.4     3.39    75.99  10.99    31.69    28.92     0.00
APERTIF_J000954        12.4     3.81    74.28  13.36    32.22    29.39     0.00
APERTIF_J000954        12.4     4.24    71.26  11.25    32.64    29.78     0.00
APERTIF_J000954        12.4     4.67    80.15  10.64    32.98    30.09     0.00
APERTIF_J000954        12.4     5.09    54.06  12.83    33.27    30.35     0.00
APERTIF_J000954        12.4     5.52    98.04  10.49    33.51    30.58     0.00
APERTIF_J000954        12.4     5.95    75.64   9.58    33.72    30.77     0.00
APERTIF_J000956        32.4     0.40    60.58  11.58    10.49     9.67     0.44
APERTIF_J000956        32.4     0.93    62.87  11.41    18.63    17.17     0.20
APERTIF_J000956        32.4     1.46    77.02  11.20    22.56    20.80     0.06
APERTIF_J000956        32.4     1.99    65.05  14.12    24.72    22.79     0.02
APERTIF_J000956        32.4     2.52    71.43   5.91    26.05    24.02     0.00
